# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.28952601552009582520 -0.00426278216764330864 1.00046634674072265625 -1.20134460926055908203 -0.12725399434566497803 0.29230862855911254883 -1.20049941539764404297 -0.12786726653575897217 0.00019274308579042554
9.50000000000000000000 0.10000000149011611938 7.42500019073486328125 116.00000000000000000000 0.36860725283622741699 0.01301553845405578613 1.00046336650848388672 -1.20787668228149414062 -0.12918187677860260010 0.29198136925697326660 -1.19905233383178710938 -0.12750941514968872070 -0.03610917925834655762
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.44999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.44999980926513671875 116.00000000000000000000 0.36484858393669128418 0.01396482996642589569 1.00046384334564208984 -1.21644377708435058594 -0.13692724704742431641 0.29197090864181518555 -1.19899737834930419922 -0.12750752270221710205 -0.03549219295382499695
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.47499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.47499990463256835938 116.00000000000000000000 0.35757893323898315430 0.01487927604466676712 1.00046384334564208984 -1.22398066520690917969 -0.14411030709743499756 0.29195877909660339355 -1.19894111156463623047 -0.12750716507434844971 -0.03482802584767341614
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.50000000000000000000 116.00000000000000000000 0.34722262620925903320 0.01575292833149433136 1.00046277046203613281 -1.23013544082641601562 -0.15038627386093139648 0.29194369912147521973 -1.19889330863952636719 -0.12750616669654846191 -0.03412355855107307434
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.52500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.52500009536743164062 116.00000000000000000000 0.33434703946113586426 0.01658150367438793182 1.00046277046203613281 -1.23463451862335205078 -0.15546050667762756348 0.29192963242530822754 -1.19883596897125244141 -0.12750744819641113281 -0.03338715434074401855
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.55000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.55000019073486328125 116.00000000000000000000 0.31963837146759033203 0.01736512593924999237 1.00046420097351074219 -1.23729574680328369141 -0.15910452604293823242 0.29191553592681884766 -1.19878292083740234375 -0.12750758230686187744 -0.03262630105018615723
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.57499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.57499980926513671875 116.00000000000000000000 0.30380162596702575684 0.01813969761133193970 1.00046479701995849609 -1.23803031444549560547 -0.16117121279239654541 0.29190507531166076660 -1.19875288009643554688 -0.12751094996929168701 -0.03183548152446746826
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.59999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.59999990463256835938 116.00000000000000000000 0.28768983483314514160 0.01886495575308799744 1.00046336650848388672 -1.23683035373687744141 -0.16157279908657073975 0.29189220070838928223 -1.19869267940521240234 -0.12751768529415130615 -0.03101770766079425812
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.62500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.62500000000000000000 116.00000000000000000000 0.27210372686386108398 0.01954213716089725494 1.00046300888061523438 -1.23381900787353515625 -0.16032262146472930908 0.29188105463981628418 -1.19866681098937988281 -0.12752299010753631592 -0.03018129803240299225
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.65000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.65000009536743164062 116.00000000000000000000 0.25779676437377929688 0.02017473056912422180 1.00046384334564208984 -1.22918057441711425781 -0.15751211345195770264 0.29187062382698059082 -1.19863188266754150391 -0.12752789258956909180 -0.02933066152036190033
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.67500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.67500019073486328125 116.00000000000000000000 0.24543987214565277100 0.02076645754277706146 1.00046229362487792969 -1.22318112850189208984 -0.15331068634986877441 0.29186221957206726074 -1.19859337806701660156 -0.12753090262413024902 -0.02846929244697093964
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.69999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.69999980926513671875 116.00000000000000000000 0.23559407889842987061 0.02132032811641693115 1.00046324729919433594 -1.21615839004516601562 -0.14794656634330749512 0.29185664653778076172 -1.19856202602386474609 -0.12753553688526153564 -0.02759885974228382111
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.72499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.72499990463256835938 116.00000000000000000000 0.22866269946098327637 0.02183299884200096130 1.00046300888061523438 -1.20845329761505126953 -0.14168226718902587891 0.29184672236442565918 -1.19853222370147705078 -0.12754058837890625000 -0.02669247239828109741
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.75000000000000000000 116.00000000000000000000 0.22495995461940765381 0.02230048924684524536 1.00046324729919433594 -1.20048117637634277344 -0.13485352694988250732 0.29183802008628845215 -1.19850254058837890625 -0.12754720449447631836 -0.02578112110495567322
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.77500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.77500009536743164062 116.00000000000000000000 0.22459867596626281738 0.02272735163569450378 1.00046408176422119141 -1.19264304637908935547 -0.12780180573463439941 0.29183197021484375000 -1.19847726821899414062 -0.12755404412746429443 -0.02486731670796871185
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.80000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.80000019073486328125 116.00000000000000000000 0.22752475738525390625 0.02311582304537296295 1.00046265125274658203 -1.18531513214111328125 -0.12087426334619522095 0.29182806611061096191 -1.19845950603485107422 -0.12756019830703735352 -0.02395077235996723175
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.82499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.82499980926513671875 116.00000000000000000000 0.23352885246276855469 0.02346884645521640778 1.00046300888061523438 -1.17884778976440429688 -0.11440798640251159668 0.29182612895965576172 -1.19844102859497070312 -0.12756781280040740967 -0.02303057722747325897
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.84999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.84999990463256835938 116.00000000000000000000 0.24228566884994506836 0.02375725284218788147 1.00046408176422119141 -1.17351257801055908203 -0.10868940502405166626 0.29181891679763793945 -1.19842064380645751953 -0.12757340073585510254 -0.02210428565740585327
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.87500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.87500000000000000000 116.00000000000000000000 0.25325506925582885742 0.02403935603797435760 1.00046348571777343750 -1.16958200931549072266 -0.10403051972389221191 0.29182082414627075195 -1.19841349124908447266 -0.12758082151412963867 -0.02117928676307201385
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.90000009536743164062 116.00000000000000000000 0.26591596007347106934 0.02425638586282730103 1.00046467781066894531 -1.16717708110809326172 -0.10061003267765045166 0.29181760549545288086 -1.19839882850646972656 -0.12758709490299224854 -0.02026020549237728119
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.92500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.92500019073486328125 116.00000000000000000000 0.27956825494766235352 0.02443970553576946259 1.00046539306640625000 -1.16639339923858642578 -0.09859771281480789185 0.29181578755378723145 -1.19840192794799804688 -0.12759391963481903076 -0.01934506744146347046
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.94999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.94999980926513671875 116.00000000000000000000 0.29350051283836364746 0.02458916977047920227 1.00046300888061523438 -1.16721856594085693359 -0.09807149320840835571 0.29181569814682006836 -1.19839143753051757812 -0.12759979069232940674 -0.01843292452394962311
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=7.97499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 7.97499990463256835938 116.00000000000000000000 0.30699908733367919922 0.02470229379832744598 1.00046527385711669922 -1.16957259178161621094 -0.09903085231781005859 0.29181534051895141602 -1.19839072227478027344 -0.12760673463344573975 -0.01752148196101188660
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.00000000000000000000 116.00000000000000000000 0.31942346692085266113 0.02477031201124191284 1.00046396255493164062 -1.17329227924346923828 -0.10140842944383621216 0.29181709885597229004 -1.19838201999664306641 -0.12761290371417999268 -0.01665150560438632965
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.02499961853027343750 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.02499961853027343750 116.00000000000000000000 0.33006921410560607910 0.02480859681963920593 1.00046539306640625000 -1.17812383174896240234 -0.10503814369440078735 0.29181528091430664062 -1.19837880134582519531 -0.12762354314327239990 -0.01574713736772537231
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.05000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.05000019073486328125 116.00000000000000000000 0.33850565552711486816 0.02481459826231002808 1.00046384334564208984 -1.18382143974304199219 -0.10972797870635986328 0.29181793332099914551 -1.19838154315948486328 -0.12762939929962158203 -0.01489065587520599365
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.07499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.07499980926513671875 116.00000000000000000000 0.34430658817291259766 0.02478951960802078247 1.00046324729919433594 -1.19005095958709716797 -0.11519773304462432861 0.29182034730911254883 -1.19838762283325195312 -0.12763400375843048096 -0.01404078211635351181
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.10000038146972656250 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.10000038146972656250 116.00000000000000000000 0.34724411368370056152 0.02472887933254241943 1.00046479701995849609 -1.19647860527038574219 -0.12114039808511734009 0.29182267189025878906 -1.19839811325073242188 -0.12763985991477966309 -0.01319977827370166779
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.12500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.12500000000000000000 116.00000000000000000000 0.34725245833396911621 0.02463062480092048645 1.00046384334564208984 -1.20275270938873291016 -0.12723352015018463135 0.29182296991348266602 -1.19840800762176513672 -0.12764516472816467285 -0.01237253472208976746
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.14999961853027343750 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.14999961853027343750 116.00000000000000000000 0.34443020820617675781 0.02449479512870311737 1.00046432018280029297 -1.20856332778930664062 -0.13315205276012420654 0.29182276129722595215 -1.19841980934143066406 -0.12764908373355865479 -0.01156582869589328766
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.17500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.17500019073486328125 116.00000000000000000000 0.33900514245033264160 0.02436864748597145081 1.00046479701995849609 -1.21364581584930419922 -0.13861611485481262207 0.29182925820350646973 -1.19842422008514404297 -0.12765443325042724609 -0.01078333891928195953
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.19999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 8.19999980926513671875 116.00000000000000000000 0.33136227726936340332 0.02420743182301521301 1.00046229362487792969 -1.21775615215301513672 -0.14333328604698181152 0.29183426499366760254 -1.19844412803649902344 -0.12765857577323913574 -0.01001175865530967712
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=8.22500038146972656250 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
