# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.52895438671112060547 -0.02472518943250179291 1.00045418739318847656 -2.25400066375732421875 -0.23802317678928375244 0.54214966297149658203 -2.22668290138244628906 -0.24047785997390747070 -0.00042663124622777104
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.82499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.82499980926513671875 116.00000000000000000000 0.54352355003356933594 -0.00066843017702922225 1.00045597553253173828 -2.22599720954895019531 -0.24484468996524810791 0.54189932346343994141 -2.22549724578857421875 -0.24221538007259368896 0.00067428726470097899
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.84999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.84999990463256835938 116.00000000000000000000 0.54334545135498046875 -0.00076148676453158259 1.00045680999755859375 -2.22599148750305175781 -0.24406562745571136475 0.54189640283584594727 -2.22543191909790039062 -0.24221484363079071045 0.00053035677410662174
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.87500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.87500000000000000000 116.00000000000000000000 0.54320937395095825195 -0.00076994171831756830 1.00045585632324218750 -2.22598004341125488281 -0.24313415586948394775 0.54188680648803710938 -2.22537064552307128906 -0.24221584200859069824 0.00038663105806335807
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.90000009536743164062 116.00000000000000000000 0.54310321807861328125 -0.00082875636871904135 1.00045502185821533203 -2.22596836090087890625 -0.24210874736309051514 0.54187148809432983398 -2.22532129287719726562 -0.24221524596214294434 0.00023949476599227637
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.92500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.92500019073486328125 116.00000000000000000000 0.54300892353057861328 -0.00086941820336505771 1.00045573711395263672 -2.22598290443420410156 -0.24106144905090332031 0.54187798500061035156 -2.22528886795043945312 -0.24221365153789520264 0.00009592864080332220
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.94999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.94999980926513671875 116.00000000000000000000 0.54290503263473510742 -0.00089617283083498478 1.00045490264892578125 -2.22601103782653808594 -0.24005466699600219727 0.54185825586318969727 -2.22525048255920410156 -0.24221517145633697510 -0.00003644430762506090
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=7.97499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 7.97499990463256835938 116.00000000000000000000 0.54277032613754272461 -0.00091590429656207561 1.00045657157897949219 -2.22606086730957031250 -0.23914891481399536133 0.54185736179351806641 -2.22522616386413574219 -0.24221594631671905518 -0.00015147132216952741
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.00000000000000000000 116.00000000000000000000 0.54258626699447631836 -0.00094666203949600458 1.00045883655548095703 -2.22612142562866210938 -0.23839096724987030029 0.54184979200363159180 -2.22519683837890625000 -0.24221585690975189209 -0.00031694903736934066
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.02499961853027343750 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.02499961853027343750 116.00000000000000000000 0.54233962297439575195 -0.00096540141385048628 1.00045645236968994141 -2.22617697715759277344 -0.23782399296760559082 0.54184317588806152344 -2.22517251968383789062 -0.24221381545066833496 -0.00039918941911309958
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.05000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.05000019073486328125 116.00000000000000000000 0.54202103614807128906 -0.00097769277635961771 1.00045549869537353516 -2.22621965408325195312 -0.23746690154075622559 0.54183208942413330078 -2.22515726089477539062 -0.24221356213092803955 -0.00053583865519613028
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.07499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.07499980926513671875 116.00000000000000000000 0.54162859916687011719 -0.00098578096367418766 1.00045585632324218750 -2.22623682022094726562 -0.23733349144458770752 0.54182767868041992188 -2.22514653205871582031 -0.24221216142177581787 -0.00065645488211885095
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.10000038146972656250 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.10000038146972656250 116.00000000000000000000 0.54116946458816528320 -0.00099568022415041924 1.00045573711395263672 -2.22621679306030273438 -0.23741911351680755615 0.54181420803070068359 -2.22509789466857910156 -0.24221156537532806396 -0.00076368887675926089
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.12500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.12500000000000000000 116.00000000000000000000 0.54065871238708496094 -0.00101308233570307493 1.00045454502105712891 -2.22614383697509765625 -0.23770588636398315430 0.54181128740310668945 -2.22500801086425781250 -0.24221152067184448242 -0.00086338323308154941
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.14999961853027343750 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.14999961853027343750 116.00000000000000000000 0.54011583328247070312 -0.00104156474117189646 1.00045549869537353516 -2.22601366043090820312 -0.23816701769828796387 0.54180586338043212891 -2.22492551803588867188 -0.24220749735832214355 -0.00096224626759067178
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.17500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.17500019073486328125 116.00000000000000000000 0.53957283496856689453 -0.00100956100504845381 1.00045478343963623047 -2.22581696510314941406 -0.23876748979091644287 0.54179984331130981445 -2.22496557235717773438 -0.24220754206180572510 -0.00106358656194061041
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.19999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.19999980926513671875 116.00000000000000000000 0.53906589746475219727 -0.00098955293651670218 1.00045573711395263672 -2.22555780410766601562 -0.23946195840835571289 0.54179173707962036133 -2.22500467300415039062 -0.24220998585224151611 -0.00114548555575311184
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.22500038146972656250 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.22500038146972656250 116.00000000000000000000 0.53863728046417236328 -0.00104463135357946157 1.00045454502105712891 -2.22523593902587890625 -0.24019898474216461182 0.54179060459136962891 -2.22496104240417480469 -0.24220879375934600830 -0.00125731341540813446
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.25000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.25000000000000000000 116.00000000000000000000 0.53832417726516723633 -0.00104310177266597748 1.00045514106750488281 -2.22486186027526855469 -0.24093413352966308594 0.54178690910339355469 -2.22489213943481445312 -0.24220739305019378662 -0.00134659092873334885
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.27499961853027343750 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.27499961853027343750 116.00000000000000000000 0.53816598653793334961 -0.00104745698627084494 1.00045466423034667969 -2.22445535659790039062 -0.24161657691001892090 0.54178434610366821289 -2.22483301162719726562 -0.24220539629459381104 -0.00144027604255825281
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.30000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.30000019073486328125 116.00000000000000000000 0.53819191455841064453 -0.00105111871380358934 1.00045454502105712891 -2.22403717041015625000 -0.24220247566699981689 0.54177075624465942383 -2.22489118576049804688 -0.24220411479473114014 -0.00154254701919853687
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.32499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.32499980926513671875 116.00000000000000000000 0.53842318058013916016 -0.00104613113217055798 1.00045537948608398438 -2.22362804412841796875 -0.24266171455383300781 0.54176723957061767578 -2.22484517097473144531 -0.24220110476016998291 -0.00158189504873007536
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.35000038146972656250 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.35000038146972656250 116.00000000000000000000 0.53886485099792480469 -0.00104503356851637363 1.00045382976531982422 -2.22326374053955078125 -0.24296522140502929688 0.54176729917526245117 -2.22479200363159179688 -0.24219922721385955811 -0.00170044845435768366
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.37500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.37500000000000000000 116.00000000000000000000 0.53950762748718261719 -0.00105686264578253031 1.00045561790466308594 -2.22295451164245605469 -0.24310486018657684326 0.54176270961761474609 -2.22482323646545410156 -0.24219828844070434570 -0.00176058290526270866
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.39999961853027343750 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.39999961853027343750 116.00000000000000000000 0.54032379388809204102 -0.00102420512121170759 1.00045549869537353516 -2.22273230552673339844 -0.24307771027088165283 0.54175198078155517578 -2.22484564781188964844 -0.24219729006290435791 -0.00188886688556522131
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.42500019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.42500019073486328125 116.00000000000000000000 0.54128056764602661133 -0.00102239742409437895 1.00045633316040039062 -2.22261118888854980469 -0.24289211630821228027 0.54174703359603881836 -2.22472023963928222656 -0.24219523370265960693 -0.00196413556113839149
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.44999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.44999980926513671875 116.00000000000000000000 0.54232603311538696289 -0.00101331877522170544 1.00045633316040039062 -2.22259998321533203125 -0.24257235229015350342 0.54174304008483886719 -2.22467875480651855469 -0.24219278991222381592 -0.00204517319798469543
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.47500038146972656250 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.47500038146972656250 116.00000000000000000000 0.54339700937271118164 -0.00099280907306820154 1.00045573711395263672 -2.22271156311035156250 -0.24214480817317962646 0.54173785448074340820 -2.22470736503601074219 -0.24219036102294921875 -0.00212547834962606430
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.50000000000000000000 116.00000000000000000000 0.54442930221557617188 -0.00095958024030551314 1.00045633316040039062 -2.22293925285339355469 -0.24164545536041259766 0.54172897338867187500 -2.22474122047424316406 -0.24218888580799102783 -0.00219998764805495739
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.52499961853027343750 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.52499961853027343750 116.00000000000000000000 0.54536044597625732422 -0.00098559202160686255 1.00045549869537353516 -2.22327804565429687500 -0.24111171066761016846 0.54172265529632568359 -2.22471785545349121094 -0.24218904972076416016 -0.00228823791258037090
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.55000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.55000019073486328125 116.00000000000000000000 0.54612225294113159180 -0.00093343527987599373 1.00045669078826904297 -2.22372031211853027344 -0.24058701097965240479 0.54171848297119140625 -2.22463226318359375000 -0.24218595027923583984 -0.00234434381127357483
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.57499980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 8.57499980926513671875 116.00000000000000000000 0.54666525125503540039 -0.00092788244364783168 1.00045728683471679688 -2.22423195838928222656 -0.24010521173477172852 0.54171699285507202148 -2.22464013099670410156 -0.24218516051769256592 -0.00243609119206666946
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=8.60000038146972656250 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
