# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.01384041737765073776 0.01071299798786640167 1.00003099441528320312 -0.01163213141262531281 0.94546496868133544922 -0.00000533245065525989 0.00001788181543815881 0.94545215368270874023 -0.00405163457617163658
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.80000019073486328125 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.80000019073486328125 1.00000000000000000000 0.01998840831220149994 0.00145837583113461733 1.00001823902130126953 0.00082391913747414947 0.42387598752975463867 0.00001319531656918116 -0.00027243254589848220 0.42388337850570678711 0.01021028216928243637
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.89999961853027343750 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.89999961853027343750 1.00000000000000000000 0.01496774237602949142 0.00141652673482894897 1.00001752376556396484 -0.00432130042463541031 0.42388394474983215332 -0.00000774922318669269 -0.00027125797350890934 0.42388412356376647949 0.01008119992911815643
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.00000000000000000000 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.00000000000000000000 1.00000000000000000000 -0.00351424911059439182 0.00137631967663764954 1.00000023841857910156 -0.00589598342776298523 0.42388841509819030762 -0.00000228238195632002 -0.00027321383822709322 0.42388412356376647949 0.00997769925743341446
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.10000038146972656250 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.10000038146972656250 1.00000000000000000000 -0.01839087717235088348 0.00134326075203716755 1.00001585483551025391 -0.00173990963958203793 0.42387908697128295898 -0.00000739343977329554 -0.00027286115800961852 0.42388567328453063965 0.00987698696553707123
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.19999980926513671875 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.19999980926513671875 1.00000000000000000000 -0.01625012606382369995 0.00130322272889316082 0.99999833106994628906 0.00296022370457649231 0.42387485504150390625 -0.00000813391670817509 -0.00027158643933944404 0.42388519644737243652 0.00977435428649187088
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.30000019073486328125 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.30000019073486328125 1.00000000000000000000 0.00056663079885765910 0.00127371377311646938 1.00001585483551025391 0.00518675893545150757 0.42389723658561706543 -0.00000147486377954920 -0.00027113282703794539 0.42388519644737243652 0.00966706220060586929
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.39999961853027343750 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.39999961853027343750 1.00000000000000000000 0.01650499366223812103 0.00124333065468817949 0.99999940395355224609 0.00182413717266172171 0.42387583851814270020 -0.00000010789202065098 -0.00027345624403096735 0.42388606071472167969 0.00956928636878728867
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.50000000000000000000 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.50000000000000000000 1.00000000000000000000 0.01719241030514240265 0.00121346989180892706 1.00001680850982666016 -0.00266950251534581184 0.42388108372688293457 -0.00000698595113135525 -0.00027282343944534659 0.42388662695884704590 0.00946608185768127441
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.60000038146972656250 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.60000038146972656250 1.00000000000000000000 0.00214182143099606037 0.00118104577995836735 1.00001585483551025391 -0.00506236404180526733 0.42389616370201110840 -0.00000036245145906832 -0.00027851355844177306 0.42388647794723510742 0.00937540736049413681
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.69999980926513671875 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.69999980926513671875 1.00000000000000000000 -0.01442895550280809402 0.00115920510143041611 0.99999856948852539062 -0.00326928170397877693 0.42387905716896057129 -0.00000760275861466653 -0.00027434114599600434 0.42388743162155151367 0.00928492844104766846
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.80000019073486328125 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.80000019073486328125 1.00000000000000000000 -0.01768551021814346313 0.00113038066774606705 1.00001585483551025391 0.00173760636243969202 0.42388087511062622070 0.00000655071562505327 -0.00027349515585228801 0.42388746142387390137 0.00918120611459016800
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.89999961853027343750 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.89999961853027343750 1.00000000000000000000 -0.00479329889640212059 0.00110144366044551134 1.00001561641693115234 0.00457479711621999741 0.42389628291130065918 -0.00000359816453965323 -0.00027067499468103051 0.42388775944709777832 0.00910035334527492523
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=12.00000000000000000000 mu=1.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 12.00000000000000000000 1.00000000000000000000 0.01206594053655862808 0.00107131211552768946 0.99999785423278808594 0.00272581214085221291 0.42388403415679931641 -0.00001059233454725472 -0.00027541516465134919 0.42388787865638732910 0.00900622271001338959
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.50000000000000000000 0.89999997615814208984 0.01576433517038822174 0.01338474452495574951 1.00001013278961181641 -0.01040676888078451157 0.38914406299591064453 -0.00001147366401710315 -0.00068320624995976686 0.38913136720657348633 -0.00426966603845357895
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.60000002384185791016 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.60000002384185791016 0.89999997615814208984 0.02950718998908996582 0.01388524286448955536 1.00001060962677001953 -0.06972320377826690674 0.38909932971000671387 -0.00000532781450601760 -0.00070412876084446907 0.38908818364143371582 -0.00509846769273281097
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.69999998807907104492 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.69999998807907104492 0.89999997615814208984 0.01410304754972457886 0.01449581794440746307 0.99996328353881835938 -0.07080460339784622192 0.38906657695770263672 0.00000028748144131896 -0.00072277308208867908 0.38909152150154113770 -0.00591178936883807182
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.80000001192092895508 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.80000001192092895508 0.89999997615814208984 -0.01767503470182418823 0.01521823927760124207 0.99996358156204223633 -0.01035105530172586441 0.38907301425933837891 -0.00000429213650932070 -0.00071418198058381677 0.38907316327095031738 -0.00669512804597616196
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.89999997615814208984 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.89999997615814208984 0.89999997615814208984 -0.03540245816111564636 0.01606911979615688324 1.00001192092895507812 0.06056679412722587585 0.38905617594718933105 -0.00001123240872402675 -0.00069314520806074142 0.38907009363174438477 -0.00744651677086949348
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.00000000000000000000 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.00000000000000000000 0.89999997615814208984 -0.01977290026843547821 0.01704419963061809540 0.99996417760848999023 0.07874038070440292358 0.38905802369117736816 -0.00000623494952378678 -0.00070054607931524515 0.38906246423721313477 -0.00813900399953126907
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.10000002384185791016 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.10000002384185791016 0.89999997615814208984 0.01768635958433151245 0.01815979555249214172 1.00000989437103271484 0.03076314553618431091 0.38905620574951171875 -0.00000404508136853110 -0.00070324615808203816 0.38904058933258056641 -0.00876853521913290024
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.20000004768371582031 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.20000004768371582031 0.89999997615814208984 0.04277382418513298035 0.01942093111574649811 1.00000953674316406250 -0.04630131646990776062 0.38897421956062316895 -0.00000396198538510362 -0.00070620590122416615 0.38901251554489135742 -0.00930595397949218750
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.29999995231628417969 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.29999995231628417969 0.89999997615814208984 0.02966900542378425598 0.02082535624504089355 0.99996393918991088867 -0.08745048940181732178 0.38900184631347656250 -0.00000665340849081986 -0.00070051266811788082 0.38900449872016906738 -0.00972762797027826309
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.39999997615814208984 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.39999997615814208984 0.89999997615814208984 -0.01365891285240650177 0.02237889170646667480 1.00000882148742675781 -0.05455871671438217163 0.38903772830963134766 -0.00000456815268989885 -0.00070315093034878373 0.38897320628166198730 -0.01000106520950794220
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.50000000000000000000 0.89999997615814208984 -0.04969979822635650635 0.02406722679734230042 0.99996316432952880859 0.02304620295763015747 0.38887059688568115234 -0.00000403621061195736 -0.00070600194158032537 0.38895198702812194824 -0.01009368617087602615
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.60000002384185791016 0.89999997615814208984 -0.04390253871679306030 0.02587395347654819489 0.99996292591094970703 0.08363961428403854370 0.38889160752296447754 -0.00000075414016009745 -0.00071401271270588040 0.38892379403114318848 -0.00996937137097120285
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.70000004768371582031 0.89999997615814208984 0.00312132178805768490 0.02778273448348045349 0.99996399879455566406 0.07527494430541992188 0.38899075984954833984 -0.00000477610092275427 -0.00069457304198294878 0.38889858126640319824 -0.00958504620939493179
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.79999995231628417969 0.89999997615814208984 0.05263754352927207947 0.02974211238324642181 0.99996256828308105469 0.00369334965944290161 0.38880586624145507812 -0.00000887376609171042 -0.00070531677920371294 0.38887259364128112793 -0.00890543125569820404
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.89999997615814208984 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.89999997615814208984 0.89999997615814208984 0.06036413460969924927 0.03172182664275169373 1.00001084804534912109 -0.07234251499176025391 0.38875496387481689453 0.00000227436476052389 -0.00071342149749398232 0.38883802294731140137 -0.00790674611926078796
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=2.00000000000000000000 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 2.00000000000000000000 0.89999997615814208984 0.01559579931199550629 0.03363166749477386475 1.00001263618469238281 -0.09195928275585174561 0.38895970582962036133 -0.00000641945052848314 -0.00069538690149784088 0.38882187008857727051 -0.00656220596283674240
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=2.09999990463256835938 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 2.09999990463256835938 0.89999997615814208984 -0.04692012071609497070 0.03542755916714668274 0.99996453523635864258 -0.03909578546881675720 0.38881233334541320801 -0.00000810349229141138 -0.00070795795181766152 0.38879421353340148926 -0.00486052734777331352
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=2.20000004768371582031 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 2.20000004768371582031 0.89999997615814208984 -0.07401765137910842896 0.03701958432793617249 0.99996429681777954102 0.04493815824389457703 0.38858312368392944336 -0.00000894747699931031 -0.00070311204763129354 0.38877296447753906250 -0.00280673173256218433
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=2.29999995231628417969 mu=0.89999997615814208984 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=5.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4500
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
